General relativity,Density,False,0.0018115942028985518,0.043478260869565216,0.041666666666666664,0.010869565217391297,0.2608695652173913,0.25,False,0.0,0.0,0.0,1,2,1,0.007083405583492283,0.022151898734177215,0.015068493150684932,False,0.0,0.0,0.0,0.04528985507246377,0.08695652173913043,0.041666666666666664,12024,8429
General relativity,Atomic clock,False,0.0,0.0,0.0,-0.013586956521739135,0.17391304347826086,0.1875,False,0.0,0.0,0.0,0,0,0,0.009398300676261488,0.0189873417721519,0.009589041095890411,False,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,12024,25453985
General relativity,Einstein¨CCartan theory,False,-0.20652173913043478,0.043478260869565216,0.25,0.5,1.0,0.5,False,0.1111111111111111,0.1111111111111111,0.0,-1,1,2,0.002219524882954743,0.006329113924050633,0.00410958904109589,False,0.0,0.0,0.0,-0.4565217391304348,0.043478260869565216,0.5,12024,606874
General relativity,Connection (mathematics),False,0.0036231884057971037,0.08695652173913043,0.08333333333333333,-0.03623188405797101,0.13043478260869565,0.16666666666666666,False,0.1111111111111111,0.1111111111111111,0.0,0,2,2,0.004863880700537542,0.015822784810126583,0.010958904109589041,False,0.0,0.0,0.0,0.0036231884057971037,0.08695652173913043,0.08333333333333333,12024,308815
General relativity,Equivalence principle,False,-0.32608695652173914,0.17391304347826086,0.5,0.25,1.0,0.75,False,0.1111111111111111,0.1111111111111111,0.0,-1,3,4,0.02375585226287498,0.04430379746835443,0.02054794520547945,False,0.043478260869565216,0.043478260869565216,0.0,0.1032608695652174,0.4782608695652174,0.375,12024,857235
General relativity,Proper time,False,0.0,0.0,0.0,0.12228260869565216,0.43478260869565216,0.3125,False,0.1111111111111111,0.1111111111111111,0.0,0,1,1,-0.001985434367955608,0.015822784810126583,0.01780821917808219,False,0.0,0.0,0.0,-0.375,0.0,0.375,12024,494418
General relativity,Newton's laws of motion,False,-0.03344481605351171,0.043478260869565216,0.07692307692307693,-0.013377926421404701,0.21739130434782608,0.23076923076923078,False,0.0,0.0,0.0,0,2,2,0.025221085486388066,0.03481012658227848,0.009589041095890411,False,0.0,0.0,0.0,0.09698996655518394,0.17391304347826086,0.07692307692307693,12024,55212
General relativity,Inertial frame of reference,False,0.010033444816053505,0.08695652173913043,0.07692307692307693,0.5769230769230769,1.0,0.4230769230769231,False,0.0611111111111111,0.1111111111111111,0.05,-2,1,3,0.02871510317322698,0.05063291139240506,0.021917808219178082,False,-0.038461538461538464,0.0,0.038461538461538464,0.11705685618729095,0.34782608695652173,0.23076923076923078,12024,14838
General relativity,Gravitational wave detector,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,12024,36001020
General relativity,Ricci curvature,False,-0.006521739130434787,0.043478260869565216,0.05,-0.0021739130434782483,0.34782608695652173,0.35,False,0.0,0.0,0.0,1,1,0,0.008028437662562858,0.0189873417721519,0.010958904109589041,False,0.0,0.0,0.0,0.030434782608695643,0.13043478260869565,0.1,12024,276582
