F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,result
1,0.00000,-0.57143,3.00000,1.00000,4.00000,1,0.35165,0.18681,0,1
0,0.05952,0.11905,-1.00000,-3.00000,-3.00000,0,-0.08333,0.23810,0,2
0,-0.10714,0.50000,2.00000,0.00000,1.00000,0,-0.25000,-0.07143,1,2
0,0.00000,-0.15385,-1.00000,-2.00000,0.00000,0,0.00000,0.42857,1,2
0,0.20779,0.45455,3.00000,0.00000,2.00000,1,0.15584,-0.10390,0,2
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.14286,1,3
1,0.12857,0.00000,2.00000,0.00000,1.00000,0,-0.35714,0.01429,0,2
1,0.00000,-0.84211,0.00000,0.00000,-15.00000,1,0.26316,-0.53589,0,3
0,0.00000,0.00000,-1.00000,-1.00000,1.00000,0,-1.00000,-0.84211,0,1
0,0.00000,-0.02368,0.00000,0.00000,-3.00000,0,0.00000,-0.69737,0,3
0,0.00000,-0.01215,0.00000,-2.00000,2.00000,0,0.05263,-0.49798,0,3
0,0.00000,0.02632,0.00000,0.00000,-3.00000,0,0.00000,-0.51215,0,3
0,0.00000,0.05263,0.00000,0.00000,-8.00000,0,-0.80000,-0.80000,0,3
0,-0.17368,0.10526,0.00000,0.00000,1.00000,0,0.00000,-0.21579,0,3
0,0.00000,0.66667,0.00000,0.00000,4.00000,0,-0.16667,-0.54386,0,3
0,0.00000,0.00000,0.00000,1.00000,1.00000,0,0.00000,-0.14286,1,3
0,0.00000,0.07857,0.00000,0.00000,-2.00000,1,0.45000,0.52857,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.05000,1,3
0,0.00000,0.00000,0.00000,0.00000,-1.00000,0,0.00000,0.70000,1,3
0,0.00000,0.05000,0.00000,0.00000,0.00000,0,0.00000,-0.07143,1,3
0,-0.30000,-0.50000,0.00000,0.00000,2.00000,0,0.00000,0.10000,1,3
1,-0.10769,0.00000,0.00000,0.00000,0.00000,1,0.01923,0.16154,1,3
0,-0.94737,0.00000,0.00000,-2.00000,-1.00000,0,-1.00000,-0.89474,1,1
0,0.00000,0.00000,1.00000,-1.00000,0.00000,0,0.00000,0.10526,1,1
1,-0.03828,-0.94737,0.00000,3.00000,7.00000,1,0.63158,-0.30622,0,3
0,0.00000,0.00000,0.00000,0.00000,-1.00000,0,0.00000,-0.18182,1,3
0,-0.28070,-0.22807,1.00000,0.00000,0.00000,0,0.00000,-0.50877,1,2
1,-0.94737,-1.00000,2.00000,1.00000,0.00000,1,0.21053,-0.78947,0,3
0,-0.04211,0.53333,1.00000,0.00000,-1.00000,1,-0.02807,-0.47018,0,1
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.05263,0.00000,1,1
0,-0.11404,-0.11404,0.00000,0.00000,0.00000,0,0.00000,-0.28947,1,1
1,-0.04762,0.00000,1.00000,-1.00000,-1.00000,1,0.14286,-0.11905,1,1
0,0.00000,-0.36364,0.00000,0.00000,3.00000,0,0.00000,0.57143,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,0.00000,0.14286,0.00000,-1.00000,0.00000,1,0.00000,-0.16667,0,2
0,0.00000,-0.40000,0.00000,0.00000,1.00000,0,0.14286,0.42857,1,3
0,0.00000,-0.66667,0.00000,1.00000,3.00000,0,0.00000,0.71429,1,2
0,0.00000,-0.11111,0.00000,0.00000,1.00000,0,0.00000,-0.22222,1,1
0,0.12222,0.19444,0.00000,0.00000,1.00000,0,0.11111,-0.30556,0,1
0,0.10256,0.53846,0.00000,0.00000,-6.00000,0,-0.30769,-0.24786,0,1
0,0.05556,0.44444,0.00000,0.00000,-1.00000,0,0.00000,0.05556,0,1
0,0.24242,0.39394,0.00000,1.00000,-11.00000,1,0.22222,0.28283,0,2
0,0.11905,0.38095,-2.00000,-2.00000,0.00000,0,0.00000,0.13492,1,3
0,-0.44444,-0.22222,0.00000,-1.00000,3.00000,0,0.00000,-0.44444,1,1
0,-0.02778,0.75000,0.00000,0.00000,-4.00000,0,-0.25000,-0.19444,1,1
0,-0.17949,-0.10256,0.00000,-1.00000,-1.00000,0,0.00000,-0.03846,1,1
1,0.05385,-0.61538,0.00000,0.00000,1.00000,1,0.15385,-0.23846,0,3
1,-0.26923,0.00000,0.00000,1.00000,0.00000,1,-0.26923,-0.44872,1,1
0,0.00000,0.00000,0.00000,-1.00000,0.00000,0,0.00000,-0.02564,1,1
1,0.00000,-1.00000,0.00000,-1.00000,1.00000,1,0.07692,0.07692,0,3
0,0.00000,-0.03419,0.00000,0.00000,-1.00000,0,0.00000,-0.32479,1,3
1,-0.19780,-0.69231,0.00000,0.00000,-2.00000,1,-0.13187,-0.12088,1,1
1,0.26923,0.00000,0.00000,-1.00000,-5.00000,0,-0.12821,0.20513,0,2
1,0.14035,0.00000,1.00000,0.00000,-4.00000,1,0.48246,0.40351,1,1
0,0.00000,-0.10526,-1.00000,-1.00000,1.00000,0,0.11404,0.16667,1,2
0,-0.03333,0.13333,0.00000,-1.00000,-4.00000,0,-0.80000,-0.13333,1,1
0,0.00000,0.00000,0.00000,0.00000,-2.00000,0,0.00000,0.00000,1,1
0,0.00000,-0.03448,0.00000,0.00000,0.00000,0,0.00000,0.50000,1,3
0,0.00000,-0.11111,0.00000,0.00000,1.00000,0,0.00000,0.50000,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,2
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,0.00000,-0.25000,0.00000,0.00000,0.00000,0,0.00000,0.75000,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,-1.00000,0,0.00000,-0.33333,1,3
0,0.00000,-0.09091,0.00000,0.00000,0.00000,0,0.00000,0.75000,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,3
0,-0.10458,-0.04575,0.00000,0.00000,1.00000,0,0.00000,0.18954,0,3
0,-0.15686,-0.08497,0.00000,-1.00000,-5.00000,0,-0.22222,-0.24837,1,1
0,-0.04118,0.13529,0.00000,0.00000,0.00000,0,-0.10000,-0.10588,1,3
0,-0.04902,0.07843,0.00000,-1.00000,0.00000,0,-0.25000,-0.30392,1,1
0,-0.13235,-0.19853,0.00000,0.00000,-3.00000,0,0.00000,0.13971,1,1
0,0.00000,0.00000,0.00000,0.00000,0.00000,1,0.17647,0.00000,1,1
0,-0.08235,0.07059,0.00000,-1.00000,-7.00000,1,-0.10000,0.20588,1,1
1,-0.25714,-0.30000,1.00000,-1.00000,2.00000,0,-0.32857,0.08571,1,1
0,-0.15000,-0.10000,-1.00000,1.00000,-1.00000,0,-0.25000,0.45000,1,2
0,0.00000,-0.10000,0.00000,0.00000,0.00000,0,0.00000,0.20000,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,3
0,0.08235,0.30588,0.00000,-1.00000,-6.00000,0,-0.23529,0.11176,0,1
1,-0.23333,-0.50000,0.00000,-1.00000,-1.00000,1,-0.56667,0.03333,1,1
0,0.00000,0.10000,-2.00000,0.00000,1.00000,0,0.00000,0.17500,1,1
1,0.08796,-0.75000,0.00000,0.00000,-7.00000,0,0.37500,0.16667,0,2
0,0.00000,0.00000,0.00000,-1.00000,0.00000,0,0.00000,0.00000,0,1
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.12500,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.12500,0,3
0,0.00000,-0.20000,0.00000,-2.00000,-1.00000,0,0.00000,-0.07500,0,3
0,-0.20833,0.04167,1.00000,0.00000,1.00000,0,0.00000,0.04167,1,2
0,-0.08333,-0.16667,0.00000,-1.00000,-2.00000,1,0.12500,-0.50000,0,1
0,0.00000,-0.02857,0.00000,0.00000,2.00000,0,0.00000,0.20000,1,3
0,-0.13333,0.40000,2.00000,-2.00000,3.00000,0,0.20000,-0.26667,1,1
0,0.00000,0.20000,1.00000,1.00000,1.00000,1,0.20000,-0.13333,0,3
0,0.00000,0.00000,1.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,-1.00000,0,0.00000,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,1.00000,0,0.00000,0.00000,1,3
0,0.10000,0.60000,0.00000,0.00000,0.00000,0,-0.20000,-0.20000,1,1
0,-0.05966,-0.29830,1.00000,0.00000,2.00000,0,-0.36364,-0.19602,1,1
0,-0.08036,-0.50893,0.00000,-2.00000,3.00000,0,-0.07143,-0.10268,1,3
0,0.00000,-0.34375,1.00000,0.00000,6.00000,0,0.00000,-0.43750,1,1
0,0.00000,-0.33750,0.00000,0.00000,4.00000,0,0.00000,-0.15625,1,1
0,0.00000,-0.96875,0.00000,-1.00000,1.00000,1,0.00000,-0.81250,1,3
0,-0.06875,0.60000,-1.00000,-1.00000,3.00000,0,-0.30000,-0.14375,1,1
0,0.00000,0.75000,-1.00000,0.00000,-1.00000,1,-0.75000,-0.71875,1,1
0,-0.10909,-0.03636,0.00000,-1.00000,-3.00000,0,-0.40000,-0.14545,1,1
0,0.00000,-0.33333,0.00000,0.00000,0.00000,0,0.00000,0.09091,0,3
0,0.00000,-0.07143,0.00000,0.00000,1.00000,0,0.09091,0.36364,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,3
0,0.00000,-0.23077,0.00000,-2.00000,-1.00000,0,0.00000,0.45455,1,1
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.10000,1,3
0,0.00000,0.10000,0.00000,0.00000,0.00000,0,0.00000,-0.10000,0,3
0,0.00000,0.40000,0.00000,-1.00000,4.00000,0,0.00000,-0.66667,1,3
0,0.00000,0.00000,0.00000,0.00000,1.00000,0,0.00000,-0.07143,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,3
0,0.00000,0.20000,0.00000,-1.00000,2.00000,0,0.00000,-0.66667,1,1
0,0.00000,0.02222,0.00000,-1.00000,-2.00000,1,0.20000,-0.04444,0,2
0,-0.02424,0.06061,0.00000,0.00000,-1.00000,0,0.00000,-0.07879,1,3
1,0.00000,-1.00000,0.00000,3.00000,1.00000,0,0.13333,0.06667,1,3
0,-0.05833,0.08333,0.00000,-1.00000,0.00000,0,0.00000,-0.28333,1,1
0,0.00000,0.00000,0.00000,0.00000,2.00000,0,0.00000,-0.14286,1,3
0,-0.07619,-0.37143,1.00000,0.00000,1.00000,0,-0.14286,-0.11429,1,1
0,0.00000,0.12381,0.00000,0.00000,-1.00000,0,0.00000,-0.30476,0,3
0,-0.07619,0.57143,0.00000,0.00000,-2.00000,0,-0.14286,0.18095,1,3
0,0.00000,0.13333,0.00000,0.00000,0.00000,0,-0.50000,-0.50000,1,1
0,0.00000,-0.13333,1.00000,-1.00000,0.00000,0,-0.06667,-0.20000,1,1
0,0.02083,0.43750,0.00000,0.00000,-1.00000,0,-0.18333,0.04167,1,3
1,-0.13333,-0.80000,1.00000,-1.00000,1.00000,1,-0.20000,-0.40000,1,1
0,-0.03333,-0.10000,0.00000,-1.00000,0.00000,0,0.00000,0.30000,1,3
1,0.04211,-0.53333,-1.00000,0.00000,6.00000,1,0.02807,0.47018,1,1
0,-0.10000,-0.13333,1.00000,0.00000,2.00000,1,0.23333,-0.13333,0,2
0,0.00000,0.89474,0.00000,0.00000,-3.00000,0,-0.10526,0.08421,1,2
0,0.00000,0.00000,3.00000,-1.00000,-3.00000,0,-0.20000,-0.93333,1,1
0,-0.03333,0.60000,0.00000,-1.00000,-2.00000,0,-0.20000,-0.06667,1,3
0,-0.18333,-0.30000,1.00000,0.00000,1.00000,0,-0.25000,0.03333,1,1
0,-0.04444,-0.26667,0.00000,-3.00000,1.00000,0,0.20000,0.40000,0,3
0,-0.10000,0.66667,0.00000,0.00000,0.00000,0,-0.16667,0.13333,1,2
1,-0.10000,-0.66667,1.00000,0.00000,-4.00000,0,-0.33333,-0.30000,1,2
0,-0.05833,-0.55000,0.00000,-1.00000,1.00000,0,-0.12500,0.10000,1,1
0,0.00000,-0.26667,0.00000,0.00000,-1.00000,0,0.00000,0.06667,1,3
0,0.00000,0.00000,0.00000,-1.00000,-2.00000,0,0.00000,0.46667,1,3
0,-0.05833,-0.05000,0.00000,0.00000,-1.00000,0,-0.25000,-0.36667,1,3
0,-0.10000,0.10000,1.00000,-1.00000,5.00000,0,-0.16667,-0.20000,1,3
0,0.00000,-0.93333,0.00000,0.00000,-1.00000,0,-0.66667,-0.40000,1,1
0,-0.18333,-0.55000,0.00000,-1.00000,1.00000,0,-0.50000,-0.28333,1,1
0,0.00000,0.06667,0.00000,-1.00000,3.00000,0,0.06667,-0.13333,0,3
0,0.00000,-0.07619,0.00000,0.00000,-3.00000,0,0.00000,-0.36190,1,3
0,0.00000,-1.00000,1.00000,1.00000,0.00000,0,0.13333,0.13333,1,3
0,0.03333,0.25000,1.00000,0.00000,-4.00000,0,-0.10000,0.05000,0,1
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.06667,1,3
0,0.00000,0.13333,0.00000,0.00000,-2.00000,0,0.00000,-0.03333,1,1
0,-0.18333,0.25000,0.00000,-2.00000,0.00000,0,-0.50000,-0.21667,1,1
0,-0.26667,-0.40000,-1.00000,-3.00000,5.00000,0,0.00000,0.13333,0,1
0,0.00000,0.90625,0.00000,0.00000,1.00000,0,-0.06250,0.22083,0,2
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,-0.07273,0.03636,0.00000,-1.00000,-2.00000,0,-0.56970,-0.28485,1,1
0,-0.15238,-0.01905,1.00000,-1.00000,0.00000,0,-0.28571,-0.03810,1,1
0,-0.07619,-0.00952,0.00000,0.00000,-1.00000,0,-0.57143,-0.45714,1,1
0,0.00000,-0.20000,0.00000,-1.00000,0.00000,0,0.00000,0.06667,1,3
0,-0.01667,0.25000,0.00000,0.00000,0.00000,0,-0.08333,0.13333,1,3
0,0.00000,0.00000,0.00000,-1.00000,0.00000,0,0.00000,0.20000,1,3
0,-0.26667,-0.20000,1.00000,1.00000,2.00000,0,0.00000,0.13333,1,1
0,0.02500,0.07500,0.00000,-1.00000,-6.00000,0,0.00000,0.20000,1,3
0,0.00000,0.26667,0.00000,-1.00000,2.00000,0,0.00000,-0.36667,1,3
0,-0.26667,-0.33333,0.00000,-2.00000,0.00000,0,0.00000,-0.40000,1,1
0,-0.07619,-0.15238,0.00000,0.00000,-3.00000,0,0.00000,-0.36190,1,1
0,-0.15238,-0.22857,-1.00000,0.00000,5.00000,0,0.00000,-0.25714,1,1
0,-0.18333,-0.05000,3.00000,1.00000,0.00000,0,-0.25000,-0.03333,1,1
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,1,3
0,-0.04444,-0.04444,0.00000,0.00000,-1.00000,0,0.06667,-0.33333,1,3
0,-0.07619,-0.16190,0.00000,-1.00000,-1.00000,0,-0.28571,0.10476,1,1
0,-0.03077,0.61538,0.00000,0.00000,-2.00000,1,-0.32821,-0.07179,1,2
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,-0.25000,1,3
0,-0.03333,0.00000,1.00000,0.00000,0.00000,0,-0.30000,-0.06667,1,1
0,-0.03333,0.00000,0.00000,0.00000,-7.00000,0,-0.20000,-0.23333,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.05882,0.00000,0,2
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.28571,0.00000,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.66667,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.05263,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.75000,0.00000,1,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.50000,0.00000,0,3
0,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.16667,0.00000,1,1
1,0.12963,-0.83333,1.00000,0.00000,-7.00000,1,0.50000,0.42593,0,2
0,0.00000,-0.16667,0.00000,-1.00000,-3.00000,0,-0.33333,0.00000,1,1
0,0.00000,0.33333,0.00000,-1.00000,1.00000,0,-0.33333,-0.33333,1,3
0,0.11111,0.61111,0.00000,-1.00000,-7.00000,0,0.05556,0.50000,1,2
0,0.26667,0.06667,1.00000,-1.00000,1.00000,1,-0.03333,0.20000,0,2
0,-0.16667,-0.50000,0.00000,-1.00000,-1.00000,0,-0.33333,0.00000,1,1
0,0.08333,0.33333,0.00000,-1.00000,-1.00000,0,-0.16667,0.41667,0,1
0,-0.14444,-0.14444,0.00000,-2.00000,0.00000,0,0.00000,-0.43333,1,1
0,0.00000,0.71429,0.00000,1.00000,3.00000,0,-0.57143,-0.54762,1,1
0,-0.05556,0.11111,-1.00000,0.00000,2.00000,1,0.00000,0.66667,0,3
0,-0.08730,-0.06349,1.00000,1.00000,4.00000,0,0.05556,-0.32540,0,2
0,-0.08730,0.14286,-1.00000,-1.00000,5.00000,0,-0.14286,0.34921,1,1
0,0.00000,-0.11111,0.00000,0.00000,3.00000,0,0.05556,0.11111,0,3
0,0.00000,0.40000,2.00000,-1.00000,2.00000,0,-0.10000,0.04444,1,1
0,-0.06944,-0.15278,0.00000,-2.00000,-1.00000,0,0.00000,0.06944,1,3
0,0.00000,-0.02778,-1.00000,0.00000,-1.00000,0,0.00000,-0.11111,0,3
