F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,result
0,0.00000,0.01832,0.00000,-1.00000,-2.00000,0,0.00000,-0.33700,1,1
0,0.00000,0.03810,0.00000,0.00000,-1.00000,0,-0.60000,-0.26667,1,1
1,0.03571,0.00000,-2.00000,-2.00000,-6.00000,0,-0.25000,0.04762,1,1
1,-0.26190,-0.33333,0.00000,-1.00000,-5.00000,1,0.51905,-0.28571,1,3
0,0.00000,0.04286,0.00000,0.00000,-2.00000,0,-0.20000,-0.30476,1,3
0,-0.05952,0.43750,-1.00000,-1.00000,-6.00000,0,-0.50000,-0.41369,1,2
0,-0.15238,0.80000,0.00000,0.00000,-2.00000,0,-0.20000,-0.11429,1,3
0,0.03072,0.43932,0.00000,-2.00000,-8.00000,0,0.09370,0.00614,1,1
0,-0.15238,0.60000,-1.00000,-2.00000,-5.00000,0,-0.40000,-0.21905,1,1
0,0.00000,0.42857,0.00000,0.00000,1.00000,0,-0.04762,0.19048,1,1
0,0.04622,0.78571,0.00000,0.00000,-3.00000,0,-0.07143,0.32353,1,3
0,0.00000,-0.27451,0.00000,0.00000,2.00000,0,0.00000,0.37255,1,3
0,0.00000,-0.05882,0.00000,0.00000,0.00000,0,0.00000,-0.17647,1,1
1,0.12276,0.00000,0.00000,-1.00000,-8.00000,1,0.37084,0.05627,0,1
0,-0.38235,-0.47059,-1.00000,-1.00000,1.00000,0,-0.25000,0.07353,1,1
1,0.21215,-0.41176,1.00000,2.00000,-2.00000,1,0.63067,0.22662,1,1
0,0.00000,-0.01471,1.00000,1.00000,1.00000,0,0.23529,0.41471,1,3
1,0.02614,0.00000,0.00000,-1.00000,-3.00000,1,-0.21569,0.10131,1,1
0,0.02311,0.03151,0.00000,-2.00000,-3.00000,0,0.00000,0.27731,1,1
0,-0.10784,0.25490,-1.00000,-2.00000,-3.00000,0,-0.16667,-0.06863,1,1
1,0.00000,-0.58824,0.00000,1.00000,-5.00000,1,0.11765,0.15750,1,1
1,-0.20915,0.00000,0.00000,0.00000,-4.00000,1,0.07843,-0.12418,1,1
0,-0.03571,-0.07143,0.00000,0.00000,0.00000,1,0.04762,0.01190,0,3
0,-0.15476,0.25000,0.00000,-2.00000,-3.00000,0,-0.12500,-0.39881,1,3
1,-0.10476,0.00000,0.00000,-1.00000,-3.00000,0,-0.05238,0.07143,1,1
1,0.07407,0.00000,0.00000,-2.00000,-6.00000,1,0.15344,0.08466,0,3
0,-0.02241,-0.11485,0.00000,0.00000,-3.00000,0,0.00000,-0.08683,1,1
0,0.00000,-0.70952,0.00000,0.00000,-1.00000,1,0.47619,-0.57143,1,2
0,-0.05861,-0.44322,1.00000,-1.00000,1.00000,0,0.23810,0.28205,0,2
0,0.00000,-0.06250,0.00000,0.00000,1.00000,0,0.00000,-0.01488,1,1
0,-0.10476,-0.30952,1.00000,0.00000,-1.00000,0,0.00000,-0.08095,0,3
0,0.03274,-0.07440,0.00000,-1.00000,-2.00000,0,0.00000,0.13542,0,3
1,-0.19048,0.00000,0.00000,0.00000,-1.00000,0,-0.14286,-0.04762,1,3
0,0.00000,-0.07937,0.00000,-1.00000,-3.00000,0,0.00000,-0.22222,1,3
0,-0.07738,-0.45238,0.00000,-1.00000,0.00000,0,0.00000,-0.02381,0,2
0,0.00000,-0.02661,0.00000,-1.00000,-5.00000,0,0.00000,-0.10504,1,1
0,0.01832,-0.01099,1.00000,-1.00000,-1.00000,0,0.00000,0.05311,0,3
0,-0.09524,-0.19048,0.00000,0.00000,-1.00000,0,0.00000,0.04762,0,1
1,0.04885,-0.91667,0.00000,8.00000,6.00000,1,0.08333,-0.38506,0,3
1,0.00000,-0.66667,-2.00000,-1.00000,-3.00000,1,0.25000,0.00000,0,3
1,0.09804,-0.25000,-1.00000,0.00000,-3.00000,0,0.00000,-0.09804,0,1
1,0.00641,-0.25000,0.00000,0.00000,-2.00000,0,0.00000,0.19872,1,3
1,0.00000,-0.91667,0.00000,1.00000,-2.00000,1,0.41667,0.58333,0,3
1,0.30556,-0.50000,-2.00000,-1.00000,-7.00000,1,0.25000,0.37222,0,2
0,0.00000,0.08333,0.00000,0.00000,0.00000,1,0.08333,-0.80000,0,3
0,0.10000,0.10000,-2.00000,1.00000,-4.00000,1,0.40000,0.15000,0,2
1,0.16957,0.00000,1.00000,-2.00000,-6.00000,1,0.19565,0.01739,0,2
1,0.11304,-0.60000,0.00000,-1.00000,-1.00000,1,0.30000,-0.05217,0,1
0,-0.10000,-0.10000,1.00000,-1.00000,-1.00000,0,-0.40000,0.00000,1,2
0,0.31111,0.55556,-2.00000,1.00000,-5.00000,1,-0.01111,0.31111,0,1
1,0.13548,-0.30000,0.00000,-2.00000,-4.00000,1,0.03548,0.24839,0,3
0,-0.03333,0.22222,0.00000,0.00000,-3.00000,0,-0.24444,-0.18889,1,1
0,-0.07353,-0.14706,0.00000,0.00000,1.00000,0,0.23529,0.54902,0,2
