F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,result
0,0,0.018315018,0,-1,-2,0,0,-0.336996337,1,1
0,0,0.038095238,0,0,-1,0,-0.6,-0.266666667,1,1
1,0.035714286,0,-2,-2,-6,0,-0.25,0.047619048,1,1
1,-0.261904762,-0.333333333,0,-1,-5,1,0.519047619,-0.285714286,1,3
0,0,0.042857143,0,0,-2,0,-0.2,-0.304761905,1,3
0,-0.05952381,0.4375,-1,-1,-6,0,-0.5,-0.413690476,1,2
0,-0.152380952,0.8,0,0,-2,0,-0.2,-0.114285714,1,3
0,0.030721966,0.439324117,0,-2,-8,0,0.093701997,0.006144393,1,1
0,-0.152380952,0.6,-1,-2,-5,0,-0.4,-0.219047619,1,1
0,0,0.428571429,0,0,1,0,-0.047619048,0.19047619,1,1
0,0.046218487,0.785714286,0,0,-3,0,-0.071428571,0.323529412,1,3
0,0,-0.274509804,0,0,2,0,0,0.37254902,1,3
0,0,-0.058823529,0,0,0,0,0,-0.176470588,1,1
1,0.122762148,0,0,-1,-8,1,0.37084399,0.056265985,0,1
0,-0.382352941,-0.470588235,-1,-1,1,0,-0.25,0.073529412,1,1
1,0.212150434,-0.411764706,1,2,-2,1,0.630665381,0.226615236,1,1
0,0,-0.014705882,1,1,1,0,0.235294118,0.414705882,1,3
1,0.026143791,0,0,-1,-3,1,-0.215686275,0.10130719,1,1
0,0.023109244,0.031512605,0,-2,-3,0,0,0.277310924,1,1
0,-0.107843137,0.254901961,-1,-2,-3,0,-0.166666667,-0.068627451,1,1
1,0,-0.588235294,0,1,-5,1,0.117647059,0.157495256,1,1
1,-0.209150327,0,0,0,-4,1,0.078431373,-0.124183007,1,1
0,-0.035714286,-0.071428571,0,0,0,1,0.047619048,0.011904762,0,3
0,-0.154761905,0.25,0,-2,-3,0,-0.125,-0.398809524,1,3
1,-0.104761905,0,0,-1,-3,0,-0.052380952,0.071428571,1,1
1,0.074074074,0,0,-2,-6,1,0.153439153,0.084656085,0,3
0,-0.022408964,-0.114845938,0,0,-3,0,0,-0.086834734,1,1
0,0,-0.70952381,0,0,-1,1,0.476190476,-0.571428571,1,2
0,-0.058608059,-0.443223443,1,-1,1,0,0.238095238,0.282051282,0,2
0,0,-0.0625,0,0,1,0,0,-0.014880952,1,1
0,-0.104761905,-0.30952381,1,0,-1,0,0,-0.080952381,0,3
0,0.032738095,-0.074404762,0,-1,-2,0,0,0.135416667,0,3
1,-0.19047619,0,0,0,-1,0,-0.142857143,-0.047619048,1,3
0,0,-0.079365079,0,-1,-3,0,0,-0.222222222,1,3
0,-0.077380952,-0.452380952,0,-1,0,0,0,-0.023809524,0,2
0,0,-0.026610644,0,-1,-5,0,0,-0.105042017,1,1
0,0.018315018,-0.010989011,1,-1,-1,0,0,0.053113553,0,3
0,-0.095238095,-0.19047619,0,0,-1,0,0,0.047619048,0,1
1,0.048850575,-0.916666667,0,8,6,1,0.083333333,-0.385057471,0,3
1,0,-0.666666667,-2,-1,-3,1,0.25,0,0,3
1,0.098039216,-0.25,-1,0,-3,0,0,-0.098039216,0,1
1,0.006410256,-0.25,0,0,-2,0,0,0.198717949,1,3
1,0,-0.916666667,0,1,-2,1,0.416666667,0.583333333,0,3
1,0.305555556,-0.5,-2,-1,-7,1,0.25,0.372222222,0,2
0,0,0.083333333,0,0,0,1,0.083333333,-0.8,0,3
0,0.1,0.1,-2,1,-4,1,0.4,0.15,0,2
1,0.169565217,0,1,-2,-6,1,0.195652174,0.017391304,0,2
1,0.113043478,-0.6,0,-1,-1,1,0.3,-0.052173913,0,1
0,-0.1,-0.1,1,-1,-1,0,-0.4,0,1,2
0,0.311111111,0.555555556,-2,1,-5,1,-0.011111111,0.311111111,0,1
1,0.135483871,-0.3,0,-2,-4,1,0.035483871,0.248387097,0,3
0,-0.033333333,0.222222222,0,0,-3,0,-0.244444444,-0.188888889,1,1
0,-0.073529412,-0.147058824,0,0,1,0,0.235294118,0.549019608,0,2
0,0,-0.311546841,1,1,1,1,0.529411765,0.305010893,0,2
0,-0.098039216,0.25,1,1,-2,0,0,0.098039216,1,1
1,-0.041176471,-0.647058824,1,0,2,1,0.411764706,0.005882353,1,2
0,-0.037815126,0.054621849,0,1,0,0,0,0.06302521,1,1
1,0.076726343,-0.529411765,0,1,-5,1,0.647058824,0.143222506,0,2
0,-0.441176471,0,1,1,-2,0,0,-0.411764706,1,2
0,-0.082352941,0.2,1,1,1,0,0,0.123529412,1,1
1,0,-0.823529412,0,0,2,0,0.058823529,-0.20361991,0,3
0,-0.041176471,-0.288235294,0,0,1,0,0.294117647,0.005882353,1,3
0,-0.052287582,-0.209150327,0,-1,-1,0,0,-0.006535948,1,1
