F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,result
1,0,-0.571428571,3,1,4,1,0.351648352,0.186813187,0,1
0,0.05952381,0.119047619,-1,-3,-3,0,-0.083333333,0.238095238,0,2
0,-0.107142857,0.5,2,0,1,0,-0.25,-0.071428571,1,2
0,0,-0.153846154,-1,-2,0,0,0,0.428571429,1,2
0,0.207792208,0.454545455,3,0,2,1,0.155844156,-0.103896104,0,2
0,0,0,0,0,0,0,0,0.142857143,1,3
1,0.128571429,0,2,0,1,0,-0.357142857,0.014285714,0,2
1,0,-0.842105263,0,0,-15,1,0.263157895,-0.535885167,0,3
0,0,0,-1,-1,1,0,-1,-0.842105263,0,1
0,0,-0.023684211,0,0,-3,0,0,-0.697368421,0,3
0,0,-0.012145749,0,-2,2,0,0.052631579,-0.497975709,0,3
0,0,0.026315789,0,0,-3,0,0,-0.512145749,0,3
0,0,0.052631579,0,0,-8,0,-0.8,-0.8,0,3
0,-0.173684211,0.105263158,0,0,1,0,0,-0.215789474,0,3
0,0,0.666666667,0,0,4,0,-0.166666667,-0.543859649,0,3
0,0,0,0,1,1,0,0,-0.142857143,1,3
0,0,0.078571429,0,0,-2,1,0.45,0.528571429,0,3
0,0,0,0,0,0,0,0,0.05,1,3
0,0,0,0,0,-1,0,0,0.7,1,3
0,0,0.05,0,0,0,0,0,-0.071428571,1,3
0,-0.3,-0.5,0,0,2,0,0,0.1,1,3
1,-0.107692308,0,0,0,0,1,0.019230769,0.161538462,1,3
0,-0.947368421,0,0,-2,-1,0,-1,-0.894736842,1,1
0,0,0,1,-1,0,0,0,0.105263158,1,1
1,-0.038277512,-0.947368421,0,3,7,1,0.631578947,-0.306220096,0,3
0,0,0,0,0,-1,0,0,-0.181818182,1,3
0,-0.280701754,-0.228070175,1,0,0,0,0,-0.50877193,1,2
1,-0.947368421,-1,2,1,0,1,0.210526316,-0.789473684,0,3
0,-0.042105263,0.533333333,1,0,-1,1,-0.028070175,-0.470175439,0,1
0,0,0,0,0,0,0,0.052631579,0,1,1
0,-0.114035088,-0.114035088,0,0,0,0,0,-0.289473684,1,1
1,-0.047619048,0,1,-1,-1,1,0.142857143,-0.119047619,1,1
0,0,-0.363636364,0,0,3,0,0,0.571428571,0,3
0,0,0,0,0,0,0,0,0,1,3
0,0,0.142857143,0,-1,0,1,0,-0.166666667,0,2
0,0,-0.4,0,0,1,0,0.142857143,0.428571429,1,3
